field_id,crop,production_q
F1,Banana,70612.5
F1,Coconut,1428120.0
F1,Groundnut,103537.5
F1,Maize,554652.5
F1,Onion,159240.0
F1,Rice,16175.0
F1,Maize,31862.5
F1,Onion,2585.0
F1,Rice,1670.0
F1,Wheat,407.5
F1,Groundnut,9497.5
F1,Maize,7742.5
F1,Onion,2000.0
F1,Rice,2122.5
F1,Coconut,1427952.5
F1,Groundnut,199937.5
F1,Maize,524597.5
F1,Onion,189330.0
F1,Potato,377.5
F1,Rice,6730.0
F1,Maize,30100.0
F1,Onion,80660.0
F1,Rice,2485.0
F1,Wheat,497.5
F1,Groundnut,4270.0
F1,Maize,2440.0
F1,Onion,4807.5
F1,Rice,3267.5
F1,Coconut,1260677.5
F1,Groundnut,192585.0
F1,Maize,619557.5
F1,Onion,504812.5
F1,Rice,5940.0
F1,Maize,21017.5
F1,Onion,21240.0
F1,Rice,2317.5
F1,Wheat,967.5
F1,Groundnut,4857.5
F1,Maize,8942.5
F1,Onion,5555.0
F1,Rice,2775.0
F1,Coconut,744787.5
F1,Rice,450297.5
F1,Groundnut,12327.5
F1,Rice,196155.0
F1,Rice,26625.0
F1,Turmeric,590.0
F1,Rice,199572.5
F1,Rice,131137.5
F1,Rice,22317.5
F1,Coconut,136892.5
F1,Turmeric,595.0
F1,Rice,192690.0
F1,Rice,132772.5
F1,Rice,14930.0
F1,Banana,142350.0
F1,Coconut,148972.5
F1,Tapioca,13480.0
F1,Turmeric,607.5
F1,Rice,183322.5
F1,Rice,122132.5
F1,Rice,15027.5
F1,Banana,162280.0
F1,Coconut,158290.0
F1,Tapioca,14030.0
F1,Turmeric,755.0
F1,Rice,185192.5
F1,Rice,136150.0
F1,Rice,15392.5
F1,Coconut,164747.5
F1,Turmeric,980.0
F1,Rice,187127.5
F1,Rice,118062.5
F1,Rice,12107.5
F1,Banana,179827.5
F1,Brinjal,2475.0
F1,Coconut,166572.5
F1,Mango,17950.0
F1,Papaya,417.5
F1,Tapioca,13795.0
F1,Turmeric,802.5
F1,Rice,201035.0
F1,Rice,178932.5
F1,Rice,20527.5
F1,Banana,96957.5
F1,Brinjal,2997.5
F1,Coconut,167042.5
F1,Mango,9917.5
F1,Tapioca,13795.0
F1,Turmeric,1132.5
F1,Rice,190988.775
F1,Rice,190270.0
F1,Rice,17082.5
F1,Banana,162380.0
F1,Coconut,1690735.2
F1,Tapioca,13695.0
F1,Turmeric,452.5
F1,Rice,192772.5
F1,Rice,122462.5
F1,Rice,9767.5
F1,Banana,38252.5
F1,Coconut,168332.5
F1,Tapioca,13715.0
F1,Turmeric,707.5
F1,Rice,212900.0
F1,Rice,117325.0
F1,Rice,9925.0
F1,Banana,26110.0
F1,Coconut,171757.5
F1,Tapioca,13010.0
F1,Turmeric,757.5
F1,Rice,192972.5
F1,Rice,116785.0
F1,Maize,67.5
F1,Rice,8890.0
F1,Banana,7885.0
F1,Coconut,205215.0
F1,Tapioca,12970.0
F1,Turmeric,1225.0
F1,Rice,208278.34999999998
F1,Rice,117565.0
F1,Maize,52.5
F1,Rice,9020.0
F1,Banana,9510.0
F1,Coconut,333567.5
F1,Tapioca,15957.5
F1,Turmeric,750.0
F1,Rice,184949.25
F1,Rice,117885.0
F1,Maize,30.0
F1,Rice,7360.0
F1,Banana,19720.0
F1,Coconut,286112.5
F1,Tapioca,14775.0
F1,Turmeric,795.0
F1,Rice,200632.5
F1,Rice,118375.0
F1,Maize,22.5
F1,Rice,7137.5
F1,Banana,20465.0
F1,Coconut,537390.0
F1,Tapioca,16657.5
F1,Turmeric,537.5
F1,Rice,218000.0
F1,Rice,118017.5
F1,Maize,30.0
F1,Rice,9415.0
F1,Banana,23170.0
F1,Coconut,539122.5
F1,Tapioca,16580.0
F1,Turmeric,130.0
F1,Rice,209537.5
F1,Rice,137462.5
F1,Maize,112.5
F1,Rice,9750.0
F1,Coconut,542007.5
F1,Tapioca,15885.0
F1,Turmeric,705.0
F1,Rice,217510.0
F1,Rice,144802.5
F1,Maize,252.5
F1,Rice,13505.0
F1,Coconut,549692.5
F1,Tapioca,10917.5
F1,Turmeric,715.0
F1,Rice,195570.0
F1,Rice,129947.5
F1,Rice,7042.5
F1,Coconut,705317.5
F1,Tapioca,11550.0
F1,Turmeric,897.5
F1,Groundnut,63377.5
F1,Maize,957977.5
F1,Onion,93850.0
F1,Potato,27.5
F1,Rice,544215.0
F1,Soyabean,22.5
F1,Groundnut,56107.5
F1,Maize,5.0
F1,Onion,975.0
F1,Rice,540.0
F1,Wheat,1185.0
F1,Maize,347.5
F1,Onion,1675.0
F1,Rice,432265.0
F1,Coconut,181775.0
F1,Garlic,35.0
F1,Groundnut,41277.5
F1,Maize,669770.0
F1,Rice,553905.0
F1,Groundnut,29170.0
F1,Maize,2040.0
F1,Rice,1220.0
F1,Wheat,1250.0
F1,Maize,1982.5
F1,Rice,441960.0
F1,Banana,59070.0
F1,Coconut,190862.5
F1,Garlic,72.5
F1,Onion,141222.5
F1,Potato,562.5
F1,Turmeric,1602.5
F1,Groundnut,46342.5
F1,Maize,1109927.5
F1,Rice,617715.0
F1,Groundnut,25520.0
F1,Maize,427.5
F1,Wheat,1900.0
F1,Maize,407.5
F1,Rice,425377.5
F1,Banana,52850.0
F1,Coconut,180605.0
F1,Garlic,15.0
F1,Onion,129970.0
F1,Turmeric,1110.0
F1,Groundnut,51562.5
F1,Maize,664110.0
F1,Rice,567820.0
F1,Maize,370.0
F1,Wheat,1845.0
F1,Maize,407.5
F1,Rice,309992.5
F1,Coconut,143937.5
F1,Onion,121972.5
F1,Potato,157.5
F1,Turmeric,437.5
F1,Groundnut,31582.5
F1,Maize,492947.5
F1,Rice,483797.5
F1,Soyabean,7.5
F1,Groundnut,8740.0
F1,Maize,297.5
F1,Wheat,1415.0
F1,Maize,1597.5
F1,Rice,74760.0
F1,Banana,53417.5
F1,Brinjal,1805.0
F1,Coconut,145485.0
F1,Garlic,7.5
F1,Grapes,75.0
F1,Mango,19640.0
F1,Onion,67610.0
F1,Papaya,332.5
F1,Tomato,16797.5
F1,Turmeric,130.0
F1,Groundnut,26702.5
F1,Maize,390260.0
F1,Rice,416470.0
F1,Soyabean,5.0
F1,Groundnut,14792.5
F1,Maize,1182.5
F1,Wheat,1112.5
F1,Maize,95.0
F1,Rice,69890.0
F1,Banana,13822.5
F1,Brinjal,13385.0
F1,Coconut,143222.5
F1,Garlic,87.5
F1,Mango,14720.0
F1,Onion,127935.0
F1,Potato,12.5
F1,Tomato,11952.5
F1,Turmeric,157.5
F1,Groundnut,32677.5
F1,Maize,1311455.0
F1,Rice,457744.35
F1,Groundnut,13797.5
F1,Maize,617.5
F1,Wheat,957.5
F1,Maize,865.0
F1,Rice,555435.0
F1,Banana,13642.5
F1,Coconut,1327761.3
F1,Garlic,5.0
F1,Onion,156757.5
F1,Potato,47.5
F1,Turmeric,35.0
F1,Groundnut,33090.0
F1,Maize,1187615.0
F1,Onion,148590.0
F1,Potato,17.5
F1,Rice,562600.0
F1,Groundnut,12727.5
F1,Maize,2547.5
F1,Onion,16222.5
F1,Wheat,532.5
F1,Maize,660.0
F1,Onion,3035.0
F1,Rice,568742.5
F1,Banana,25830.0
F1,Coconut,133205.0
F1,Turmeric,80.0
F1,Groundnut,16162.5
F1,Maize,990745.0
F1,Rice,594250.0
F1,Groundnut,9452.5
F1,Maize,2777.5
F1,Wheat,655.0
F1,Maize,1657.5
F1,Rice,481440.0
F1,Banana,68447.5
F1,Coconut,125862.5
F1,Onion,144207.5
F1,Potato,160.0
F1,Groundnut,28495.0
F1,Maize,1333940.0
F1,Onion,168335.0
F1,Potato,247.5
F1,Rice,168320.0
F1,Groundnut,16712.5
F1,Maize,2897.5
F1,Onion,8367.5
F1,Wheat,580.0
F1,Maize,1340.0
F1,Onion,675.0
F1,Rice,509652.5
F1,Banana,51400.0
F1,Coconut,154987.5
F1,Groundnut,29757.5
F1,Maize,1066865.0
F1,Onion,132807.5
F1,Potato,327.5
F1,Rice,588136.55
F1,Groundnut,3482.5
F1,Maize,3427.5
F1,Onion,9500.0
F1,Wheat,1002.5
F1,Maize,5820.0
F1,Onion,1595.0
F1,Rice,529682.5
F1,Banana,54195.0
F1,Coconut,206037.5
F1,Groundnut,40257.5
F1,Maize,1281355.0
F1,Onion,98155.0
F1,Potato,370.0
F1,Rice,639183.95
F1,Groundnut,8997.5
F1,Maize,4635.0
F1,Onion,11152.5
F1,Wheat,1092.5
F1,Maize,9607.5
F1,Onion,1755.0
F1,Rice,534652.5
F1,Banana,76657.5
F1,Coconut,248525.0
F1,Groundnut,44815.0
F1,Maize,1600620.0
F1,Onion,116915.0
F1,Potato,1520.0
F1,Rice,677880.0
F1,Groundnut,10670.0
F1,Maize,15395.0
F1,Onion,19005.0
F1,Wheat,1985.0
F1,Maize,6052.5
F1,Onion,18777.5
F1,Rice,648925.0
F1,Banana,107030.0
F1,Coconut,231122.5
F1,Groundnut,29595.0
F1,Maize,1192665.0
F1,Onion,79822.5
F1,Potato,2005.0
F1,Rice,690557.5
F1,Groundnut,15317.5
F1,Maize,14342.5
F1,Onion,8507.5
F1,Wheat,2032.5
F1,Maize,5395.0
F1,Onion,2535.0
F1,Rice,672880.0
F1,Banana,145562.5
F1,Coconut,291040.0
F1,Turmeric,465.0
F1,Groundnut,39627.5
F1,Maize,1207232.5
F1,Onion,36760.0
F1,Potato,112.5
F1,Rice,620212.5
F1,Groundnut,380.0
F1,Maize,35950.0
F1,Onion,3272.5
F1,Wheat,1295.0
F1,Groundnut,17807.5
F1,Maize,17335.0
F1,Onion,2072.5
F1,Rice,348265.0
F1,Coconut,291157.5
F1,Garlic,20.0
F1,Turmeric,35.0
F1,Groundnut,31985.0
F1,Maize,1660445.0
F1,Onion,47410.0
F1,Potato,920.0
F1,Rice,620680.0
F1,Maize,12885.0
F1,Onion,58457.5
F1,Wheat,465.0
F1,Groundnut,7055.0
F1,Maize,6187.5
F1,Onion,4552.5
F1,Rice,507680.0
F1,Coconut,154537.5
F1,Garlic,37.5
F1,Groundnut,37722.5
F1,Maize,1440052.5
F1,Onion,89287.5
F1,Potato,370.0
F1,Rice,656690.0
F1,Maize,16805.0
F1,Onion,10587.5
F1,Wheat,1802.5
F1,Groundnut,11162.5
F1,Maize,6882.5
F1,Onion,195.0
F1,Rice,592690.0
F1,Coconut,410347.5
F1,Garlic,5.0
F1,Groundnut,183592.5
F1,Maize,703930.0
F1,Rice,258515.0
F1,Groundnut,38562.5
F1,Maize,9135.0
F1,Rice,75.0
F1,Wheat,85650.0
F1,Maize,772.5
F1,Rice,15452.5
F1,Garlic,5617.5
F1,Groundnut,95592.5
F1,Maize,162737.5
F1,Onion,116315.0
F1,Potato,139587.5
F1,Rice,84237.5
F1,Soyabean,15142.5
F1,Groundnut,5330.0
F1,Maize,385.0
F1,Onion,10560.0
F1,Rice,7.5
F1,Wheat,76642.5
F1,Maize,132.5
F1,Onion,145.0
F1,Rice,5080.0
F1,Coconut,4155.0
F1,Garlic,25.0
F1,Groundnut,58747.5
F1,Maize,132430.0
F1,Rice,94962.5
F1,Soyabean,10272.5
F1,Groundnut,3557.5
F1,Maize,327.5
F1,Wheat,62570.0
F1,Maize,65.0
F1,Rice,6485.0
F1,Banana,5397.5
F1,Coconut,4477.5
F1,Garlic,1895.0
F1,Onion,364220.0
F1,Groundnut,99157.5
F1,Maize,191782.5
F1,Rice,133062.5
F1,Soyabean,6387.5
F1,Groundnut,2935.0
F1,Maize,720.0
F1,Wheat,69215.0
F1,Maize,97.5
F1,Rice,6752.5
F1,Banana,4825.0
F1,Coconut,4702.5
F1,Garlic,2470.0
F1,Onion,248165.0
F1,Potato,92097.5
F1,Turmeric,32.5
F1,Groundnut,20170.0
F1,Maize,36345.0
F1,Rice,20807.5
F1,Soyabean,9300.0
F1,Maize,477.5
F1,Wheat,35502.5
F1,Maize,217.5
F1,Rice,2520.0
F1,Coconut,4955.0
F1,Onion,214502.5
F1,Potato,5140.0
F1,Groundnut,51395.0
F1,Maize,62485.0
F1,Rice,18892.5
F1,Soyabean,8912.5
F1,Groundnut,2952.5
F1,Maize,1115.0
F1,Wheat,25270.0
F1,Maize,377.5
F1,Rice,1640.0
F1,Banana,4837.5
F1,Brinjal,5127.5
F1,Coconut,4990.0
F1,Garlic,2395.0
F1,Mango,17652.5
F1,Onion,163252.5
F1,Papaya,92.5
F1,Potato,4405.0
F1,Tomato,5957.5
F1,Groundnut,11565.0
F1,Maize,25002.5
F1,Rice,16190.0
F1,Soyabean,29275.0
F1,Groundnut,2720.0
F1,Maize,1992.5
F1,Wheat,9755.0
F1,Maize,622.5
F1,Rice,2195.0
F1,Banana,4187.5
F1,Brinjal,2795.0
F1,Coconut,5217.5
F1,Garlic,2522.5
F1,Mango,10860.0
F1,Onion,23965.0
F1,Potato,155.0
F1,Tomato,2757.5
F1,Groundnut,62132.5
F1,Maize,107152.5
F1,Rice,38712.2
F1,Soyabean,40607.5
F1,Groundnut,3902.5
F1,Maize,2900.0
F1,Wheat,53675.0
F1,Maize,442.5
F1,Rice,2247.5
F1,Banana,5020.0
F1,Coconut,51967.825000000004
F1,Garlic,3465.0
F1,Onion,287117.5
F1,Potato,2285.0
F1,Groundnut,53327.5
F1,Maize,238647.5
F1,Onion,340385.0
F1,Potato,7122.5
F1,Rice,97727.5
F1,Soyabean,20872.5
F1,Groundnut,2695.0
F1,Maize,4342.5
F1,Onion,1400.0
F1,Wheat,61287.5
F1,Maize,477.5
F1,Onion,80.0
F1,Rice,2262.5
F1,Banana,7510.0
F1,Coconut,4797.5
F1,Garlic,2880.0
F1,Groundnut,53845.0
F1,Maize,355437.5
F1,Rice,80940.0
F1,Soyabean,26850.0
F1,Groundnut,2242.5
F1,Maize,2085.0
F1,Wheat,56610.0
F1,Maize,1810.0
F1,Rice,992.5
F1,Banana,11930.0
F1,Coconut,5312.5
F1,Garlic,3552.5
F1,Onion,457372.5
F1,Potato,34702.5
F1,Groundnut,68257.5
F1,Maize,218030.0
F1,Onion,652342.5
F1,Potato,28387.5
F1,Rice,112002.5
F1,Soyabean,34050.0
F1,Groundnut,1670.0
F1,Maize,5342.5
F1,Onion,167.5
F1,Potato,892.5
F1,Wheat,68152.5
F1,Maize,1227.5
F1,Onion,210.0
F1,Rice,1977.5
F1,Banana,12202.5
F1,Coconut,5727.5
F1,Garlic,3982.5
F1,Groundnut,46370.0
F1,Maize,220757.5
F1,Onion,188647.5
F1,Potato,11940.0
F1,Rice,69117.5
F1,Soyabean,49977.5
F1,Groundnut,1662.5
F1,Maize,19885.0
F1,Onion,182.5
F1,Potato,2730.0
F1,Wheat,87825.0
F1,Maize,2815.0
F1,Onion,67.5
F1,Rice,1020.0
F1,Banana,31155.0
F1,Coconut,7570.0
F1,Garlic,3470.0
F1,Groundnut,89165.0
F1,Maize,276920.0
F1,Onion,250825.0
F1,Potato,7400.0
F1,Rice,76674.52500000001
F1,Soyabean,48010.0
F1,Groundnut,2592.5
F1,Maize,16090.0
F1,Onion,147.5
F1,Potato,6460.0
F1,Wheat,76530.0
F1,Maize,2250.0
F1,Onion,37.5
F1,Rice,2115.0
F1,Banana,20570.0
F1,Coconut,8390.0
F1,Garlic,1472.5
F1,Groundnut,117957.5
F1,Maize,333487.5
F1,Onion,382980.0
F1,Potato,20175.0
F1,Rice,84145.0
F1,Soyabean,64682.5
F1,Groundnut,2902.5
F1,Maize,16730.0
F1,Onion,257.5
F1,Potato,3637.5
F1,Wheat,102895.0
F1,Maize,5525.0
F1,Onion,185.0
F1,Rice,2207.5
F1,Banana,23075.0
F1,Coconut,12165.0
F1,Garlic,1440.0
F1,Groundnut,73690.0
F1,Maize,213302.5
F1,Onion,183335.0
F1,Potato,25055.0
F1,Rice,64475.0
F1,Soyabean,44392.5
F1,Groundnut,1712.5
F1,Maize,25782.5
F1,Onion,40.0
F1,Potato,2217.5
F1,Wheat,77910.0
F1,Maize,5272.5
F1,Onion,30.0
F1,Rice,1657.5
F1,Banana,15867.5
F1,Coconut,12700.0
F1,Garlic,1945.0
F1,Groundnut,24010.0
F1,Maize,142605.0
F1,Onion,5917.5
F1,Potato,5567.5
F1,Rice,60022.5
F1,Soyabean,39960.0
F1,Maize,29620.0
F1,Onion,50.0
F1,Potato,1105.0
F1,Wheat,52472.5
F1,Groundnut,2190.0
F1,Maize,4052.5
F1,Onion,27.5
F1,Potato,1090.0
F1,Rice,762.5
F1,Coconut,11100.0
F1,Garlic,1605.0
F1,Turmeric,47.5
F1,Groundnut,79895.0
F1,Maize,276815.0
F1,Onion,353287.5
F1,Potato,19030.0
F1,Rice,62700.0
F1,Soyabean,70695.0
F1,Maize,17875.0
F1,Onion,192.5
F1,Potato,3005.0
F1,Wheat,71175.0
F1,Groundnut,1692.5
F1,Maize,5117.5
F1,Potato,105.0
F1,Rice,752.5
F1,Coconut,8627.5
F1,Garlic,2170.0
F1,Groundnut,53812.5
F1,Maize,199570.0
F1,Onion,274005.0
F1,Potato,19792.5
F1,Rice,81472.5
F1,Soyabean,82115.0
F1,Maize,20932.5
F1,Potato,7432.5
F1,Wheat,89285.0
F1,Groundnut,1967.5
F1,Maize,5170.0
F1,Onion,25.0
F1,Rice,940.0
F1,Coconut,7095.0
F1,Garlic,847.5
F1,Groundnut,133772.5
F1,Maize,162180.0
F1,Onion,49905.0
F1,Rice,4710.0
F1,Soyabean,632.5
F1,Groundnut,14172.5
F1,Maize,87.5
F1,Onion,4460.0
F1,Rice,7.5
F1,Wheat,62552.5
F1,Maize,512.5
F1,Onion,5017.5
F1,Rice,1695.0
F1,Coconut,4177.5
F1,Garlic,97.5
F1,Groundnut,44817.5
F1,Maize,130500.0
F1,Rice,4705.0
F1,Groundnut,14210.0
F1,Maize,5802.5
F1,Wheat,54422.5
F1,Maize,380.0
F1,Rice,2402.5
F1,Banana,2347.5
F1,Coconut,4357.5
F1,Garlic,165.0
F1,Onion,285772.5
F1,Groundnut,97590.0
F1,Maize,198467.5
F1,Rice,5295.0
F1,Groundnut,11255.0
F1,Maize,11897.5
F1,Wheat,45807.5
F1,Maize,7.5
F1,Rice,1670.0
F1,Banana,2067.5
F1,Coconut,4452.5
F1,Garlic,112.5
F1,Onion,333917.5
F1,Potato,47.5
F1,Groundnut,49055.0
F1,Maize,35375.0
F1,Rice,3527.5
F1,Maize,5300.0
F1,Rice,10.0
F1,Wheat,28057.5
F1,Maize,407.5
F1,Rice,1947.5
F1,Coconut,4667.5
F1,Onion,286882.5
F1,Turmeric,37.5
F1,Groundnut,33797.5
F1,Maize,66407.5
F1,Rice,6830.0
F1,Groundnut,8447.5
F1,Maize,4062.5
F1,Wheat,19200.0
F1,Maize,1490.0
F1,Rice,832.5
F1,Banana,7832.5
F1,Brinjal,5570.0
F1,Coconut,5002.5
F1,Garlic,107.5
F1,Mango,2345.0
F1,Onion,143190.0
F1,Papaya,40.0
F1,Tomato,5917.5
F1,Groundnut,8382.5
F1,Maize,46535.0
F1,Rice,7167.5
F1,Groundnut,9610.0
F1,Maize,6767.5
F1,Wheat,20520.0
F1,Maize,282.5
F1,Rice,2697.5
F1,Banana,8735.0
F1,Brinjal,2432.5
F1,Coconut,6230.0
F1,Garlic,222.5
F1,Grapes,1537.5
F1,Mango,920.0
F1,Onion,63122.5
F1,Tomato,3315.0
F1,Turmeric,12.5
F1,Groundnut,58100.0
F1,Maize,237825.0
F1,Rice,3499.4
F1,Soyabean,120.0
F1,Groundnut,14017.5
F1,Maize,9592.5
F1,Wheat,61297.5
F1,Maize,305.0
F1,Rice,6707.5
F1,Banana,7970.0
F1,Coconut,74997.65000000001
F1,Garlic,372.5
F1,Onion,475332.5
F1,Groundnut,44720.0
F1,Maize,332377.5
F1,Onion,357560.0
F1,Rice,20530.0
F1,Soyabean,105.0
F1,Groundnut,14160.0
F1,Maize,15752.5
F1,Onion,6892.5
F1,Wheat,78132.5
F1,Maize,202.5
F1,Onion,8315.0
F1,Rice,11005.0
F1,Banana,2940.0
F1,Coconut,6912.5
F1,Garlic,212.5
F1,Turmeric,12.5
F1,Groundnut,31770.0
F1,Maize,243015.0
F1,Rice,10305.0
F1,Soyabean,222.5
F1,Groundnut,9412.5
F1,Maize,3410.0
F1,Wheat,52785.0
F1,Maize,312.5
F1,Rice,3397.5
F1,Banana,4642.5
F1,Coconut,7067.5
F1,Garlic,557.5
F1,Onion,456777.5
F1,Groundnut,64967.5
F1,Maize,358520.0
F1,Onion,471110.0
F1,Rice,9262.5
F1,Soyabean,82.5
F1,Groundnut,9892.5
F1,Maize,2917.5
F1,Onion,3537.5
F1,Wheat,76290.0
F1,Maize,137.5
F1,Onion,2977.5
F1,Rice,3057.5
F1,Banana,7207.5
F1,Coconut,7790.0
F1,Garlic,355.0
F1,Groundnut,38787.5
F1,Maize,154880.0
F1,Onion,432927.5
F1,Rice,4389.0
F1,Soyabean,10.0
F1,Groundnut,11017.5
F1,Maize,15032.5
F1,Onion,4040.0
F1,Wheat,55765.0
F1,Maize,362.5
F1,Onion,1350.0
F1,Rice,2265.0
F1,Banana,9165.0
F1,Coconut,7967.5
F1,Garlic,252.5
F1,Groundnut,43755.0
F1,Maize,218042.5
F1,Onion,384002.5
F1,Rice,2049.725
F1,Soyabean,5.0
F1,Groundnut,18485.0
F1,Maize,9502.5
F1,Onion,6412.5
F1,Wheat,38875.0
F1,Maize,560.0
F1,Onion,2672.5
F1,Rice,7247.5
F1,Banana,11422.5
F1,Coconut,11802.5
F1,Garlic,197.5
F1,Groundnut,101075.0
F1,Maize,339827.5
F1,Onion,610560.0
F1,Rice,4785.0
F1,Groundnut,25352.5
F1,Maize,9507.5
F1,Onion,7122.5
F1,Wheat,53950.0
F1,Maize,347.5
F1,Onion,3510.0
F1,Rice,11705.0
F1,Banana,14502.5
F1,Coconut,16632.5
F1,Garlic,220.0
F1,Groundnut,75750.0
F1,Maize,329815.0
F1,Onion,303832.5
F1,Rice,7332.5
F1,Groundnut,20485.0
F1,Maize,6922.5
F1,Onion,5710.0
F1,Wheat,26615.0
F1,Maize,647.5
F1,Onion,1832.5
F1,Rice,3685.0
F1,Banana,28485.0
F1,Coconut,11457.5
F1,Garlic,307.5
F1,Turmeric,25.0
F1,Groundnut,32055.0
F1,Maize,185905.0
F1,Onion,66110.0
F1,Rice,5312.5
F1,Maize,11995.0
F1,Onion,10047.5
F1,Wheat,51290.0
F1,Groundnut,18797.5
F1,Maize,370.0
F1,Onion,2255.0
F1,Rice,4127.5
F1,Coconut,4725.0
F1,Garlic,112.5
F1,Turmeric,22.5
F1,Groundnut,77397.5
F1,Maize,338490.0
F1,Onion,345965.0
F1,Rice,9765.0
F1,Maize,14022.5
F1,Onion,8730.0
F1,Wheat,68405.0
F1,Groundnut,16945.0
F1,Maize,202.5
F1,Onion,2690.0
F1,Rice,10415.0
F1,Coconut,5672.5
F1,Garlic,95.0
F1,Turmeric,12.5
F1,Groundnut,74155.0
F1,Maize,366660.0
F1,Onion,388375.0
F1,Rice,6485.0
F1,Maize,7575.0
F1,Onion,2750.0
F1,Wheat,45170.0
F1,Groundnut,16730.0
F1,Maize,937.5
F1,Onion,2355.0
F1,Rice,8512.5
F1,Coconut,4105.0
F1,Garlic,307.5
F1,Turmeric,15.0
F1,Groundnut,74592.5
F1,Maize,8517.5
F1,Rice,30447.5
F1,Groundnut,101655.0
F1,Maize,1155.0
F1,Rice,9907.5
F1,Wheat,15565.0
F1,Maize,677.5
F1,Rice,4480.0
F1,Garlic,127.5
F1,Turmeric,1785.0
F1,Groundnut,49972.5
F1,Maize,10717.5
F1,Onion,23537.5
F1,Rice,43597.5
F1,Soyabean,10.0
F1,Groundnut,149967.5
F1,Maize,827.5
F1,Onion,27935.0
F1,Potato,97.5
F1,Rice,24645.0
F1,Wheat,27367.5
F1,Maize,3102.5
F1,Onion,1075.0
F1,Rice,35095.0
F1,Coconut,9407.5
F1,Garlic,165.0
F1,Turmeric,4537.5
F1,Groundnut,63685.0
F1,Maize,10677.5
F1,Rice,40287.5
F1,Soyabean,375.0
F1,Groundnut,134567.5
F1,Maize,1120.0
F1,Rice,9667.5
F1,Wheat,31350.0
F1,Maize,1325.0
F1,Rice,57862.5
F1,Banana,149387.5
F1,Coconut,9810.0
F1,Garlic,120.0
F1,Onion,66062.5
F1,Potato,1117.5
F1,Turmeric,3737.5
F1,Groundnut,88797.5
F1,Maize,12512.5
F1,Rice,62530.0
F1,Soyabean,85.0
F1,Groundnut,92767.5
F1,Maize,830.0
F1,Rice,21295.0
F1,Wheat,59150.0
F1,Maize,2890.0
F1,Rice,69397.5
F1,Banana,135440.0
F1,Coconut,9987.5
F1,Garlic,105.0
F1,Onion,42435.0
F1,Potato,77.5
F1,Turmeric,12920.0
F1,Groundnut,125467.5
F1,Maize,10337.5
F1,Rice,81610.0
F1,Soyabean,32.5
F1,Maize,692.5
F1,Rice,11550.0
F1,Wheat,43637.5
F1,Maize,1545.0
F1,Rice,70702.5
F1,Coconut,10892.5
F1,Onion,64882.5
F1,Potato,110.0
F1,Turmeric,4317.5
F1,Groundnut,38227.5
F1,Maize,9352.5
F1,Rice,120225.0
F1,Soyabean,42.5
F1,Groundnut,119120.0
F1,Maize,690.0
F1,Rice,30495.0
F1,Wheat,24397.5
F1,Maize,1642.5
F1,Rice,103065.0
F1,Banana,126630.0
F1,Brinjal,8572.5
F1,Coconut,10967.5
F1,Garlic,45.0
F1,Grapes,7330.0
F1,Mango,8430.0
F1,Onion,48655.0
F1,Papaya,382.5
F1,Potato,65.0
F1,Tomato,10540.0
F1,Turmeric,1642.5
F1,Groundnut,44987.5
F1,Maize,11147.5
F1,Rice,188705.0
F1,Soyabean,212.5
F1,Groundnut,79992.5
F1,Maize,737.5
F1,Rice,24657.5
F1,Wheat,19250.0
F1,Maize,1937.5
F1,Rice,260185.0
F1,Banana,25152.5
F1,Brinjal,6955.0
F1,Coconut,9522.5
F1,Garlic,15.0
F1,Grapes,10770.0
F1,Mango,11247.5
F1,Onion,58992.5
F1,Potato,172.5
F1,Tomato,10567.5
F1,Turmeric,1030.0
F1,Groundnut,26810.0
F1,Maize,16697.5
F1,Rice,230794.90000000002
F1,Soyabean,320.0
F1,Groundnut,75742.5
F1,Maize,1332.5
F1,Rice,28805.0
F1,Wheat,28735.0
F1,Maize,3012.5
F1,Rice,370742.5
F1,Banana,44252.5
F1,Coconut,93254.7
F1,Garlic,22.5
F1,Onion,42110.0
F1,Potato,165.0
F1,Turmeric,1995.0
F1,Groundnut,31047.5
F1,Maize,28990.0
F1,Onion,12090.0
F1,Potato,17.5
F1,Rice,322727.5
F1,Soyabean,1157.5
F1,Groundnut,91467.5
F1,Maize,1415.0
F1,Onion,71082.5
F1,Potato,317.5
F1,Rice,26862.5
F1,Wheat,37507.5
F1,Maize,2217.5
F1,Onion,3672.5
F1,Rice,274125.0
F1,Banana,51307.5
F1,Coconut,8112.5
F1,Garlic,195.0
F1,Turmeric,2860.0
F1,Groundnut,16237.5
F1,Maize,7537.5
F1,Rice,268310.0
F1,Soyabean,1340.0
F1,Groundnut,45180.0
F1,Maize,732.5
F1,Rice,13857.5
F1,Wheat,31685.0
F1,Maize,2555.0
F1,Rice,189860.0
F1,Banana,64055.0
F1,Coconut,7522.5
F1,Garlic,187.5
F1,Onion,49017.5
F1,Potato,617.5
F1,Turmeric,1535.0
F1,Groundnut,32267.5
F1,Maize,12217.5
F1,Onion,22637.5
F1,Potato,362.5
F1,Rice,353472.5
F1,Soyabean,852.5
F1,Groundnut,66345.0
F1,Maize,2387.5
F1,Onion,45002.5
F1,Potato,155.0
F1,Rice,13692.5
F1,Wheat,43205.0
F1,Maize,2567.5
F1,Onion,1942.5
F1,Rice,190947.5
F1,Banana,55732.5
F1,Coconut,7217.5
F1,Garlic,15.0
F1,Turmeric,6222.5
